id,team,league_i,pos,name,gift,info,acc,pas,df,ctr,lvl,age,sk_pot,skill_1,skill_2,skill_1_level,skill_2_level,data_reliability
f1b1a5cb-9686-4314-a008-84da757e1954,"Gouveia FC (Portugal)
",0,?,Casimiro,2,,5.0,5.0,12.0,22.0,9.0,31.0,7.0,,,,,1.0
8fff91d3-cc1a-4a3c-8cc5-047c73fd1d05,"Gouveia FC (Portugal)
",0,?,Brazil,0,,2.0,8.0,8.0,14.0,5.0,26.0,5.0,,,,,1.0
2e6524b4-e0e7-44b0-a20f-4bf599cc7b10,"Gouveia FC (Portugal)
",0,?,Prestes,0,,16.0,8.0,13.0,,9.0,25.0,5.0,,,,,0.875
97af7bfb-4cc1-491f-a01b-7e91d52d644e,"Gouveia FC (Portugal)
",0,?,Amado,0,,18.0,11.0,3.0,6.0,7.0,27.0,5.0,,,,,1.0
4aa58574-fc62-4d2d-8407-5e0389d37cb7,"Gouveia FC (Portugal)
",0,F,Souto,0,,16.0,7.0,6.0,12.0,8.0,23.0,5.0,,,,,1.0
1ab5ea82-f875-4a3e-a510-11ffd798594a,"Gouveia FC (Portugal)
",0,?,Nascimento,0,,5.0,10.0,10.0,4.0,4.0,26.0,5.0,,,,,1.0
03ed9eb2-54de-486e-824b-0a98812e2ec3,"Gouveia FC (Portugal)
",0,?,Soza,0,,5.0,8.0,8.0,8.0,4.0,31.0,5.0,,,,,1.0
0792a5bc-be35-4ba4-b1e4-507ea9da795e,"Maya FC (Portugal)
",0,G,Cara,0,Top-1,3.0,4.0,18.0,22.0,10.0,25.0,5.0,,,,,1.0
1de91050-326e-4260-9e92-e18ac80e6e91,"Maya FC (Portugal)
",0,D,Regalo,0,,9.0,10.0,21.0,4.0,9.0,30.0,5.0,,,,,1.0
86b8dcf8-b34e-49d9-830a-d66623438cb4,"Maya FC (Portugal)
",0,D,De Andrade,0,,3.0,7.0,27.0,10.0,10.0,23.0,5.0,,,,,1.0
46cd7c5e-b190-4081-9823-e383d5a3565b,"Maya FC (Portugal)
",0,?,Rodrigues,0,,5.0,10.0,23.0,3.0,8.0,22.0,5.0,,,,,1.0
e992065e-b2bc-44a2-a916-43c7b3d3d858,"Maya FC (Portugal)
",0,DF,Beato,0,,3.0,7.0,,5.0,8.0,23.0,5.0,,,,,0.875
519b4183-7fb2-4783-a8ac-bd5b3d577897,"Maya FC (Portugal)
",0,M,Mauricio,1,,7.0,24.0,11.0,5.0,,33.0,6.0,,,,,0.875
9f1959e8-4b64-444e-9595-36d21a825d9d,"Maya FC (Portugal)
",0,?,Rivaldo,0,,13.0,25.0,4.0,5.0,10.0,25.0,5.0,,,,,1.0
4c0f3034-8c53-440e-8ea6-6920a60683d8,"Maya FC (Portugal)
",0,?,Ponte,0,,8.0,11.0,3.0,7.0,4.0,20.0,5.0,,,,,1.0
3b618444-8215-45a1-b968-a20c95284087,"Maya FC (Portugal)
",0,F,Porto,0,,,8.0,4.0,4.0,7.0,20.0,5.0,,,,,0.875
3161e706-8651-4469-979a-1aa0a842f094,"Maya FC (Portugal)
",0,CF,Inocencio,0,,22.0,2.0,3.0,20.0,10.0,19.0,5.0,,,,,1.0
720d34df-0bb8-45dd-8f8e-ad619fb270ea,"Maya FC (Portugal)
",0,?,Candido,0,,13.0,6.0,7.0,18.0,9.0,24.0,5.0,,,,,1.0
136086a7-a63a-4b12-8188-46cb6be7b921,"Maya FC (Portugal)
",0,?,Sanches,0,,3.0,3.0,,,2.0,22.0,5.0,,,,,0.75
b32af3c9-a702-4941-876d-3b8d6d1316e8,"Maya FC (Portugal)
",0,?,Neto,0,,6.0,2.0,12.0,3.0,72.0,21.0,5.0,,,,,1.0
3be90e92-bb41-4078-81cf-82e51ea44761,"Maya FC (Portugal)
",0,?,Isabella,0,,,1.0,9.0,5.0,4.0,,5.0,,,,,0.75
6fd6305b-1b33-4d63-a22c-9b78faf87661,"Maya FC (Portugal)
",0,?,Da Luz,0,,7.0,6.0,9.0,4.0,3.0,23.0,5.0,,,,,1.0
0ed84bbd-dd8c-4dbc-9a8a-8fdedb69aede,"Maya FC (Portugal)
",0,?,Gonsalez,0,,,,,,1.0,26.0,5.0,,,,,0.5
da4a3c0d-0cd7-4c3d-ac1f-fc018c9c2a9d,"Maya FC (Portugal)
",0,?,Alegre,0,,3.0,,,,1.0,25.0,5.0,,,,,0.625
6400cdcc-c7eb-479c-b63d-bd6b4110880e,"Maya FC (Portugal)
",0,?,Duque,0,,10.0,15.0,9.0,4.0,7.0,26.0,5.0,,,,,1.0
58335e20-568d-4bc9-bb3d-2eec1cc728e5,"Maya FC (Portugal)
",0,?,Amante,0,,8.0,5.0,9.0,13.0,6.0,27.0,5.0,,,,,1.0
e46ac540-3af7-4f97-b741-ca6606acd3e5,"Maya FC (Portugal)
",0,?,Ferreira,0,,9.0,5.0,4.0,8.0,3.0,32.0,5.0,,,,,1.0
70cf61bb-d613-43c7-a513-a378a4ae9805,,1,?,Hipotito,1,,16.0,8.0,8.0,12.0,9.0,30.0,6.0,,,,,1.0
e36df66e-dfe6-4840-b618-79a9df26947a,,1,F,Leite,1,,12.0,6.0,11.0,18.0,10.0,21.0,6.0,,,,,1.0
3b1cfc70-835e-482a-9dc6-217eeeb82a14,,1,CF,Baia,2,,28.0,11.0,30.0,14.0,22.0,23.0,7.0,,,1.0,,1.0
3d7eed30-6ef5-4a55-bd1a-87133099733d,,1,M,Paniagua,2,,20.0,2.0,32.0,5.0,14.0,22.0,7.0,,,,,1.0
3198ccac-9a18-4c58-a453-fefa49e91dcd,,1,LD,Robetto,1,,14.0,18.0,30.0,30.0,24.0,30.0,6.0,,,3.0,,1.0
72ac6f47-646b-47be-97bd-15b49fccf834,"Amarante FC (Portugal)
",1,GK,Bemardo,1,,9.0,8.0,35.0,34.0,23.0,32.0,6.0,,,,,1.0
82c66dfb-f18d-4fbb-bbcd-c327e3f0e3ee,"Amarante FC (Portugal)
",1,CD,Ennes,0,,7.0,10.0,34.0,14.0,16.0,23.0,5.0,,,,,1.0
d4e39127-e68e-468c-8f71-f53a3eeb0a1e,"Amarante FC (Portugal)
",1,LD,Frances,1,,5.0,17.0,25.0,27.0,19.0,32.0,6.0,,,,,1.0
f6156751-3960-4a40-8173-fac54f4368ac,"Amarante FC (Portugal)
",1,D,Vvozone,1,,13.0,7.0,17.0,16.0,12.0,23.0,6.0,,,1.0,,1.0
9a566b08-5f0e-467c-be3f-81c1fe49c63c,"Amarante FC (Portugal)
",1,CD,Davia,1,,14.0,27.0,35.0,10.0,23.0,30.0,6.0,,,,,1.0
a1055378-7080-4ba9-b413-5e31340e833c,"Amarante FC (Portugal)
",1,LM,Campos,1,,16.0,52.0,5.0,22.0,26.0,23.0,6.0,,,,,1.0
5c653f53-64e9-4672-a5ce-d4a5a7c11452,"Amarante FC (Portugal)
",1,CM,Mota,2,,23.0,37.0,10.0,16.0,23.0,23.0,7.0,,,,,1.0
4b6c53a1-83f8-4d40-a95b-7712652bf39f,"Amarante FC (Portugal)
",1,MF,Reina,0,,10.0,27.0,13.0,21.0,18.0,21.0,5.0,,,1.0,,1.0
aaefc203-a513-4d43-99f1-c4f0116eb8fc,"Amarante FC (Portugal)
",1,CF,De Albreuin,2,,48.0,20.0,8.0,16.0,25.0,32.0,7.0,,,,,1.0
0e6422bf-295e-4ed9-8561-47909f92d53c,"Amarante FC (Portugal)
",1,FW,Alvarenga,1,Top-1,44.0,9.0,28.0,11.0,24.0,23.0,6.0,,,1.0,,1.0
f47e65c3-ad6d-4bbc-8890-abf4d0e15134,"Amarante FC (Portugal)
",1,FW,Carreira T,1,2p-,29.0,14.0,14.0,32.0,24.0,19.0,6.0,,,3.0,,1.0
2617a59f-d410-4d61-9d0d-7e32534ab990,"Amarante FC (Portugal)
",1,LD,Sago,0,,9.0,16.0,21.0,25.0,18.0,21.0,5.0,,,,,1.0
e2cd94ae-e003-43de-aa37-db71028d2510,"Amarante FC (Portugal)
",1,CM,Camilo,1,Top-3,20.0,34.0,9.0,17.0,21.0,20.0,6.0,,,,,1.0
23aab29c-46ac-4f8c-b7b2-f136de085be8,"Amarante FC (Portugal)
",1,CM,Conceicao,1,,16.0,35.0,11.0,12.0,19.0,33.0,6.0,,,,,1.0
eedd905f-45c9-4ae1-bc40-8069ccc6405a,"Amarante FC (Portugal)
",1,F,Porto,1,,13.0,12.0,9.0,28.0,15.0,23.0,6.0,,,1.0,,1.0
8fcb1a32-2ce5-48d4-996a-9c960d8f60d3,"Amarante FC (Portugal)
",1,?,Pupo,0,,15.0,4.0,13.0,15.0,10.0,33.0,5.0,,,,,1.0
98688a29-1576-429b-b778-cb9505836eef,"Amarante FC (Portugal)
",1,?,Claudio,1,,,7.0,11.0,15.0,9.0,22.0,6.0,,,,,0.875
251e4d53-f7c9-4934-b03a-971ddc4f3b90,"Amarante FC (Portugal)
",1,?,Cott,1,,13.0,12.0,7.0,12.0,9.0,33.0,6.0,,,,,1.0
03fb50d2-427e-4e2c-8630-028468acd372,"Amarante FC (Portugal)
",1,CD,Sara iva,0,6m 26d,14.0,10.0,35.0,12.0,18.0,32.0,5.0,,,,,1.0
b2e178cd-6c40-42b6-ab4b-df92dc53da63,"Amarante FC (Portugal)
",1,?,De Sousa,1,,,21.0,18.0,3.0,12.0,31.0,6.0,,,,,0.875
02595486-e9f6-40cf-bbfb-af984171b6d4,"Amarante FC (Portugal)
",1,?,Nobriga,0,,24.0,11.0,10.0,5.0,10.0,30.0,5.0,,,,,1.0
7d87d1fe-f8f3-4899-9ae8-09fa22e4ff43,"Ovar FC (Portugal)
",1,GK,Fofao,0,,,9.0,32.0,16.0,15.0,28.0,5.0,,,1.0,,0.875
b3c850c1-996e-4d44-9f8e-6485ebdeac99,"Ovar FC (Portugal)
",1,DF,Favela,0,,7.0,4.0,32.0,16.0,14.0,24.0,5.0,,,,,1.0
1d7991b6-c003-4f6f-8d59-ef66c06ea311,"Ovar FC (Portugal)
",1,DF,Fragoso,1,,9.0,22.0,40.0,15.0,23.0,28.0,6.0,,,,,1.0
e4aad033-ec76-4b59-9600-66641d2e46a6,"Ovar FC (Portugal)
",1,D,Saved ra,0,,7.0,10.0,31.0,8.0,13.0,28.0,5.0,,,,,1.0
65bead6b-c880-42ef-a607-46bfe1a69e0f,"Ovar FC (Portugal)
",1,DF,Miguel,0,,14.0,5.0,31.0,15.0,,28.0,5.0,,,,,0.875
40f1c676-8fc8-4f65-b1be-19348fd24935,"Ovar FC (Portugal)
",1,DM,Chico T,1,p-1,19.0,9.0,33.0,13.0,19.0,21.0,6.0,,,,,1.0
6039f8ed-8515-4dec-aa0c-69ac7448aedf,"Ovar FC (Portugal)
",1,M,Ferra,1,4,14.0,26.0,14.0,8.0,15.0,34.0,6.0,,,,,1.0
cc86689b-7296-4dea-89c5-1404b1ec0d05,"Ovar FC (Portugal)
",1,MF,Avila,0,4,4.0,24.0,13.0,21.0,,23.0,5.0,,,1.0,,0.875
55f7f91d-58c6-4f8e-8c80-1a41d7598f8e,"Ovar FC (Portugal)
",1,FW,Macias,0,,30.0,15.0,12.0,8.0,16.0,23.0,5.0,,,,,1.0
f319b7fb-788e-450a-82c0-f408ce2da5f0,"Ovar FC (Portugal)
",1,F,Santa Ana,1,,24.0,8.0,10.0,26.0,16.0,30.0,6.0,,,,,1.0
eb15af9d-1705-463e-8362-3c5de4906edf,"Ovar FC (Portugal)
",1,F,Leonardo,1,,20.0,4.0,13.0,25.0,15.0,30.0,6.0,,,,,1.0
992ef026-c9c0-46a4-b28b-aabf9db147fe,"Ovar FC (Portugal)
",1,D,Almeda,1,,10.0,19.0,23.0,13.0,16.0,33.0,6.0,,,,,1.0
0189efb2-1b5d-40a4-a9c9-e1852df971f6,"Ovar FC (Portugal)
",1,D,Padua,1,3m 24d,44.0,15.0,24.0,24.0,19.0,28.0,6.0,,,,,1.0
f8ce8b9a-386f-493c-aec3-e239cfdc2e55,"Ovar FC (Portugal)
",1,RF,Kenedy,0,Top-1,22.0,5.0,8.0,27.0,,30.0,5.0,,,1.0,,0.875
bbc79650-249c-4f5c-b3c8-a4aead327049,"Ovar FC (Portugal)
",1,?,Portela,0,,,,3.0,2.0,4.0,23.0,5.0,,,,,0.75
c7e68158-efd1-4a54-b1da-362890756000,"Ovar FC (Portugal)
",1,?,veto,0,,12.0,6.0,10.0,16.0,9.0,32.0,5.0,,,,,1.0
1b93c37b-9aae-4542-8712-b9b6640b1efa,"Ovar FC (Portugal)
",1,?,Ector,0,,4.0,5.0,,9.0,4.0,17.0,5.0,,,,,0.875
c6065680-b835-447b-b13e-3d9ca46d9232,"Ovar FC (Portugal)
",1,?,Camejo,1,,,4.0,3.0,,2.0,16.0,6.0,,,,,0.75
e4c91ee4-354d-4100-87ca-412603ecdd9a,"Agueda FC (Portugal)
",1,GK,Sago,0,,,27.0,28.0,4.0,16.0,27.0,5.0,,,,,0.875
347da6fa-269c-496b-81c0-f81b1e054c0f,"Agueda FC (Portugal)
",1,LD,Lots,0,,8.0,6.0,36.0,12.0,,23.0,5.0,,,,,0.875
c681cb46-7dd2-47e9-9ce2-9baa75ab2522,"Agueda FC (Portugal)
",1,CD,Domingos,1,,8.0,19.0,36.0,14.0,20.0,21.0,6.0,,,,,1.0
050ad04e-eaa5-44d8-b932-f2e93de0e722,"Agueda FC (Portugal)
",1,?,Favela,0,,13.0,3.0,21.0,19.0,13.0,25.0,5.0,,,,,1.0
0a923495-fb51-486b-a07c-feacd2d0f4a5,"Agueda FC (Portugal)
",1,D,Ponciano,0,,10.0,19.0,22.0,20.0,18.0,30.0,5.0,,,,,1.0
da3dbe89-e41d-44ce-a877-b47d27dae1eb,"Agueda FC (Portugal)
",1,DF,Rodtigo,2,,15.0,12.0,40.0,16.0,22.0,20.0,7.0,,,,,1.0
9d63ea1b-43a9-4af2-975b-ad51913784e0,"Agueda FC (Portugal)
",1,CD,Martinho,1,,8.0,15.0,44.0,13.0,21.0,31.0,6.0,,,,,1.0
130d2a62-2e05-4b47-b400-adc2fb0df739,"Agueda FC (Portugal)
",1,M,Marcelino,2,,14.0,25.0,17.0,15.0,18.0,26.0,7.0,,,,,1.0
872b4d9e-8c26-4cae-9d90-22105c6f0f89,"Agueda FC (Portugal)
",1,CM,Mora,1,4,33.0,33.0,11.0,6.0,22.0,30.0,6.0,,,1.0,,1.0
2a896575-6214-4715-b084-1a719b80c611,"Agueda FC (Portugal)
",1,FW,Martha,1,,30.0,14.0,22.0,14.0,21.0,30.0,6.0,,,,,1.0
41949ba1-1527-491b-8f0e-9b545efb2c47,"Agueda FC (Portugal)
",1,FW,Barros,1,Top-3,39.0,23.0,20.0,19.0,30.0,33.0,6.0,,,,,1.0
3f8e9f35-6b5e-45cc-af1d-34db37aa69cd,"Agueda FC (Portugal)
",1,M,Sabio,0,,18.0,19.0,7.0,12.0,13.0,,5.0,,,,,0.875
71d6ed63-cf49-4ea4-a860-33581d2720b9,"Agueda FC (Portugal)
",1,M,cia,0,,29.0,22.0,13.0,10.0,19.0,31.0,5.0,,,,,1.0
b87f34ed-1b3d-4788-b439-86a3862b89fa,"Agueda FC (Portugal)
",1,M,Sabado,1,,28.0,23.0,4.0,19.0,19.0,21.0,6.0,,,,,1.0
833ec989-7286-4a6f-80be-6f3fd01d1b68,"Agueda FC (Portugal)
",1,M,Cantara,1,,34.0,2.0,26.0,12.0,18.0,22.0,6.0,,,,,1.0
97a31f9d-f6af-4f62-a834-2d3b30c0156a,"Agueda FC (Portugal)
",1,F,Merenda,1,,19.0,8.0,10.0,31.0,17.0,24.0,6.0,,,,,1.0
41c7db9f-ad55-4146-a43f-f05b4febb359,"Agueda FC (Portugal)
",1,LF,Mauricio,1,,19.0,20.0,10.0,34.0,22.0,26.0,6.0,,,,,1.0
5af55946-c35f-4b2d-a640-c27256b86c1e,"Agueda FC (Portugal)
",1,F,Abela,1,,16.0,12.0,5.0,14.0,10.0,32.0,6.0,,,,,1.0
6393df3c-1b1f-418e-83a3-1c5c6560d12a,"Agueda FC (Portugal)
",1,FW,Jurado +,1,2m 11d,37.0,8.0,13.0,22.0,21.0,30.0,6.0,,,,,1.0
84c3db75-9fae-43df-b1e8-80d8d19cfb07,"Agueda FC (Portugal)
",1,?,Bernardo,0,,17.0,3.0,16.0,8.0,9.0,25.0,5.0,,,,,1.0
e858fb6b-b5ac-4007-b576-124d9d7b7f78,"Agueda FC (Portugal)
",1,F,Mato,1,,20.0,13.0,5.0,30.0,17.0,28.0,6.0,,,,,1.0
d25df5d5-2b72-4106-8a9c-7b2ae463a850,"Espinho FC (Portugal)
",1,GK,Osorio,1,Top-2,14.0,9.0,42.0,18.0,22.0,28.0,6.0,,,1.0,,1.0
07681596-cc5c-4bf5-bf33-2e736d0d8d70,"Espinho FC (Portugal)
",1,CD,Peru,1,,6.0,19.0,38.0,17.0,21.0,24.0,6.0,,,,,1.0
92edd86c-3530-410f-9bde-12117e0ee968,"Espinho FC (Portugal)
",1,CD,Naves,1,,10.0,18.0,33.0,19.0,21.0,25.0,6.0,,,,,1.0
fb5b6435-27a8-4afe-ace8-c05c9cea2e43,"Espinho FC (Portugal)
",1,D,Marcial,0,,4.0,6.0,23.0,20.0,12.0,26.0,5.0,,,,,1.0
306d9050-af32-4649-b836-b00c3225f94a,"Espinho FC (Portugal)
",1,LD,Cardosa,1,,18.0,24.0,23.0,6.0,20.0,21.0,6.0,,,,,1.0
92657009-4a51-41dd-8fbc-83f5ccdf5e7a,"Espinho FC (Portugal)
",1,CM,cia,1,,16.0,38.0,7.0,13.0,19.0,25.0,6.0,,,,,1.0
f9d34d69-642b-489f-b132-1bc859fc5c0e,"Espinho FC (Portugal)
",1,CM,Quadros,0,Top-3,15.0,28.0,10.0,9.0,,20.0,5.0,,,,,0.875
e4f11e30-2ccd-4d14-b791-d41c31a31c38,"Espinho FC (Portugal)
",1,?,Canedo,1,,,35.0,5.0,11.0,15.0,30.0,6.0,,,,,0.875
fd135710-d3e6-4d55-81cc-5a5f02c9a99a,"Espinho FC (Portugal)
",1,FW,Carreira,0,,35.0,2.0,10.0,15.0,,19.0,5.0,,,,,0.875
a712496d-aa12-4123-be99-19658fc45678,"Espinho FC (Portugal)
",1,FW,cirino,1,,35.0,11.0,11.0,26.0,22.0,31.0,6.0,,,1.0,,1.0
36246ddb-14fa-4639-bfca-9adadf185d29,"Espinho FC (Portugal)
",1,RF,Florio,1,,36.0,6.0,9.0,32.0,22.0,30.0,6.0,,,,,1.0
f48e900e-a2fc-4bf5-a3ee-a2fc91a73ea8,"Espinho FC (Portugal)
",1,D,Rosario,1,,15.0,4.0,22.0,18.0,14.0,24.0,6.0,,,,,1.0
c2cdb339-bb9a-45ad-8faf-7c37af662002,"Espinho FC (Portugal)
",1,DM,Verissimo,1,,12.0,40.0,9.0,10.0,18.0,22.0,6.0,,,,,1.0
80b8101d-5e9f-4b54-8d67-0eaa585742b2,"Espinho FC (Portugal)
",1,M,Barbara,0,,16.0,26.0,5.0,9.0,13.0,22.0,5.0,,,,,1.0
44458b1e-4ee6-4654-a489-6eb0e6c9b37e,"Espinho FC (Portugal)
",1,?,Paiva,1,,17.0,23.0,2.0,5.0,12.0,24.0,6.0,,,,,1.0
340d2b07-c724-46e5-98d5-6a304fca55d2,"Espinho FC (Portugal)
",1,?,Seda,0,,14.0,26.0,7.0,6.0,11.0,24.0,5.0,,,,,1.0
5fc48ff5-76b6-44ea-a315-e1d9d7827888,"Espinho FC (Portugal)
",1,?,Merlos,0,,18.0,4.0,8.0,14.0,9.0,25.0,5.0,,,,,1.0
aa969964-0ab4-4ea9-9e06-f94bfa53d648,"Espinho FC (Portugal)
",1,LD,Serrao T,1,p-3 B,41.0,12.0,30.0,18.0,18.0,27.0,6.0,,,,,1.0
efc12217-e18a-4580-872b-74d487d93572,"Espinho FC (Portugal)
",1,?,Apolinar,1,,14.0,8.0,4.0,21.0,10.0,30.0,6.0,,,,,1.0
6b73d363-5314-4bea-b7f8-c4a239d5ab44,"Espinho FC (Portugal)
",1,?,Alvernaz,0,,7.0,17.0,9.0,14.0,10.0,28.0,5.0,,,,,1.0
c4f08b92-27a0-4a3a-9997-ba6c77eb0b9c,"Agualva-Cacem FC (Portugal)
",1,GK,Antunes,1,,12.0,8.0,35.0,22.0,20.0,25.0,6.0,,,,,1.0
a9e6784f-10ba-49d8-8bf6-9a98214fc20d,"Agualva-Cacem FC (Portugal)
",1,CD,Arocha,1,,9.0,18.0,,19.0,19.0,20.0,6.0,,,,,0.875
bfd48636-eb00-4505-b601-c0ef9f8443c5,"Agualva-Cacem FC (Portugal)
",1,D,Veta,2,,3.0,16.0,30.0,28.0,20.0,20.0,7.0,,,,,1.0
f9280331-d926-499c-9450-ceeb3b04196b,"Agualva-Cacem FC (Portugal)
",1,DF,Cardoso,2,,14.0,2.0,35.0,17.0,17.0,24.0,7.0,,,,,1.0
29f67adc-a392-4a41-a74c-423cc1a47342,"Agualva-Cacem FC (Portugal)
",1,CD,Jeronimo,2,,8.0,17.0,45.0,16.0,,23.0,7.0,,,,,0.875
622071d5-6777-4f73-a88b-bb2a28348093,"Agualva-Cacem FC (Portugal)
",1,RD,Cristosteme,0,,13.0,5.0,26.0,15.0,14.0,27.0,5.0,,,,,1.0
927a196f-d468-4d85-ba48-d016805e096a,"Agualva-Cacem FC (Portugal)
",1,DM,Castro T,1,p-1,23.0,34.0,15.0,8.0,21.0,25.0,6.0,,,,,1.0
19e1ceb5-9590-45ea-ae2e-c453e9e1642f,"Agualva-Cacem FC (Portugal)
",1,MF,Feitor,1,,24.0,23.0,16.0,2.0,18.0,27.0,6.0,,,,,1.0
cb95a836-846e-4d72-8b3b-080530e2e758,"Agualva-Cacem FC (Portugal)
",1,FW,Cerquetra,1,,19.0,14.0,6.0,41.0,21.0,24.0,6.0,,,1.0,,1.0
9fdcc322-b9a3-416e-858d-0aa767a05384,"Agualva-Cacem FC (Portugal)
",1,CF,Meireles,1,Top-2,30.0,3.0,14.0,18.0,16.0,23.0,6.0,,,,,1.0
0da9fa32-8fda-43b4-8085-279d8134bef9,"Agualva-Cacem FC (Portugal)
",1,FW,Justo,1,,35.0,5.0,13.0,21.0,19.0,28.0,6.0,,,3.0,,1.0
b11a3ae9-ce70-454a-8ef9-907849856193,"Agualva-Cacem FC (Portugal)
",1,G,Corte,0,,6.0,5.0,14.0,31.0,13.0,30.0,5.0,,,,,1.0
4c67a892-9b16-4898-9e4c-06887fc2c8a9,"Agualva-Cacem FC (Portugal)
",1,G,Abril,1,,3.0,11.0,25.0,20.0,14.0,27.0,6.0,,,,,1.0
cd1157e1-1e34-4ea8-9f91-5c76b21a1a67,"Agualva-Cacem FC (Portugal)
",1,DM,Acasta,1,,23.0,37.0,3.0,5.0,17.0,24.0,6.0,,,1.0,,1.0
caa35c0a-eb0b-4e64-a73a-1e2c110599d7,"Agualva-Cacem FC (Portugal)
",1,?,Rapa,0,,14.0,8.0,4.0,24.0,11.0,19.0,5.0,,,,,1.0
44e356f9-282c-4fd0-b8b9-b675b01f7b26,"Agualva-Cacem FC (Portugal)
",1,?,Velez,0,,7.0,6.0,15.0,19.0,10.0,24.0,5.0,,,,,1.0
49f9a5eb-a34b-4e2c-9b95-9d43e3d74c63,"Agualva-Cacem FC (Portugal)
",1,?,Trigueros,0,,14.0,6.0,6.0,18.0,9.0,33.0,5.0,,,,,1.0
dc4b2d80-7c49-40c2-b34c-07ea606ec799,"Agualva-Cacem FC (Portugal)
",1,F,Ramires,1,,18.0,16.0,5.0,23.0,15.0,32.0,6.0,,,,,1.0
6e9ff163-6af4-4a2e-9a6e-5e422cab0015,"Agualva-Cacem FC (Portugal)
",1,M,Lapa,1,,,12.0,9.0,15.0,10.0,31.0,6.0,,,,,0.875
f7f0f94e-307f-417a-a017-c0aa4806c5b7,"Agualva-Cacem FC (Portugal)
",1,?,cartico,0,,8.0,17.0,6.0,19.0,11.0,27.0,5.0,,,,,1.0
cdc16d45-be61-4d8e-afc6-027326977e93,"Agualva-Cacem FC (Portugal)
",1,?,Luiz,2,,13.0,6.0,16.0,15.0,11.0,23.0,7.0,,,,,1.0
6f2bafab-b8a9-4b1f-958f-40578fc5cdd9,"Odivelas FC (Portugal)
",1,GK,Anzures,1,Top-3,9.0,21.0,33.0,8.0,18.0,21.0,6.0,,,,,1.0
b35552de-ec5d-4ac7-aa07-aff8f6aea12f,"Odivelas FC (Portugal)
",1,D,Meneses,0,,2.0,7.0,20.0,21.0,11.0,30.0,5.0,,,,,1.0
cd9b28c6-2c6f-4f16-a5c5-c7b98a7fd438,"Odivelas FC (Portugal)
",1,DF,Rosa,0,,3.0,12.0,25.0,16.0,13.0,32.0,5.0,,,1.0,,1.0
f66817e7-eb11-44d4-bb13-c5cf24e41b3b,"Odivelas FC (Portugal)
",1,D,Frias,0,,6.0,4.0,32.0,8.0,11.0,19.0,5.0,,,,,1.0
325a2f94-657f-4ff5-a0e9-aa355666262d,"Odivelas FC (Portugal)
",1,DF,Pimental,1,,8.0,14.0,34.0,12.0,17.0,26.0,6.0,,,,,1.0
28a666e8-fd8f-4ab5-a001-a897519acae6,"Odivelas FC (Portugal)
",1,DF,To re,1,,3.0,13.0,30.0,22.0,17.0,23.0,6.0,,,,,1.0
4d7c3186-0298-46c9-ba19-87f494bdfc2b,"Odivelas FC (Portugal)
",1,DF,Manuel,0,,4.0,5.0,28.0,16.0,12.0,24.0,5.0,,,,,1.0
3d691b5a-61b3-4e63-bd93-9217bfd77141,"Odivelas FC (Portugal)
",1,DM,Martins,2,,7.0,38.0,12.0,14.0,18.0,21.0,7.0,,,,,1.0
c85cec5c-998b-4176-ae63-9da1b2f197d9,"Odivelas FC (Portugal)
",1,M,Madruga,0,,,27.0,3.0,9.0,11.0,33.0,5.0,,,,,0.875
f848b056-1b0e-4ea1-b1d9-1f14f941276b,"Odivelas FC (Portugal)
",1,F,Pedrosa,1,,23.0,13.0,10.0,19.0,16.0,20.0,6.0,,,,,1.0
7756a0e5-7892-4fdf-aa3f-185e94770733,"Odivelas FC (Portugal)
",1,FW,Afonso,1,,40.0,8.0,16.0,10.0,19.0,24.0,6.0,,,,,1.0
1f2f58fa-e4ca-4370-82fd-62c5be590967,"Odivelas FC (Portugal)
",1,G,Isabella,1,,5.0,14.0,16.0,18.0,12.0,20.0,6.0,,,3.0,,1.0
230edead-0b85-40f1-bc4b-bb7f892e2611,"Odivelas FC (Portugal)
",1,M,Pauteta,0,,16.0,6.0,28.0,3.0,12.0,21.0,5.0,,,,,1.0
780f33b4-02be-4d33-b72c-a12e64d1e8bd,"Odivelas FC (Portugal)
",1,?,Manuel,0,,2.0,9.0,9.0,12.0,5.0,33.0,5.0,,,,,1.0
83d144e3-8d60-4140-b1d2-b9fae253ecbf,"Odivelas FC (Portugal)
",1,?,Montalto,0,,4.0,9.0,5.0,14.0,5.0,24.0,5.0,,,,,1.0
25e2cd5c-4e5f-4fc3-a682-96a5f16533b0,"Odivelas FC (Portugal)
",1,?,Giraldo,1,,13.0,7.0,6.0,15.0,8.0,23.0,6.0,,,,,1.0
4911c1de-1584-419f-8556-109ea3ae9c03,"Odivelas FC (Portugal)
",1,?,Avilla,0,,,8.0,3.0,5.0,4.0,23.0,5.0,,,,,0.875
b6b03cb8-841a-4c8e-9ef3-287f00a18c41,"Odivelas FC (Portugal)
",1,CF,Rodtigo,1,,27.0,21.0,7.0,19.0,19.0,21.0,6.0,,,,,1.0
09f8b0ab-66ea-4a8f-955b-75e7c6f17141,"Odivelas FC (Portugal)
",1,F,Ramalho,0,,15.0,5.0,6.0,27.0,12.0,23.0,5.0,,,,,1.0
2e6b0dc1-eff4-474b-b8a1-a8bb3b2a4ee2,"Odivelas FC (Portugal)
",1,?,Reveles,0,,3.0,5.0,,8.0,4.0,20.0,5.0,,,,,0.875
